TF,t
AHR,4.582209766022586
AR,3.482456621050374
ARID1A,2.2896359868716236
ARID1B,2.8782739027792306
ARID2,3.1752227595699027
ARID3A,3.7377532381395127
ARNT,3.4403066131886537
ARNTL,4.587573427753092
ASCL1,1.1453856535061788
ATF1,2.2462526003666263
ATF2,3.657386213642402
ATF3,-6.085644323583027
ATF4,3.915472098841248
ATF6,5.247371582859712
ATF7,1.1877735496787138
BACH1,2.307453951933966
BACH2,5.192723944380926
BATF,2.2386426452912884
BCL11A,1.3284549090688518
BCL3,7.6156805610175695
BCL6,-3.577530242162753
BHLHE22,-0.30444561910344903
BHLHE40,-6.06391444656025
CDX2,0.9112067656207012
CEBPA,3.108899930694163
CEBPB,3.9137408505495728
CEBPD,2.305793641093093
CEBPG,3.142231893284948
CLOCK,3.144425197334966
CREB1,2.8380479889570784
CREB3,1.1851718609029789
CREB3L1,0.917137776502546
CREM,4.312625160114774
CTCF,-0.5112748080171273
CTCFL,-0.6395270925834498
CUX1,2.6116286999514857
DNMT3B,-1.6947926637641637
DUX4,1.9928642555214948
E2F1,2.0300865277612634
E2F2,-1.461314540618573
E2F3,-0.021936784789896465
E2F4,3.0935638107947656
E2F5,2.569309443594908
E2F6,-2.265914252189635
E2F7,2.548193120426174
EBF1,3.1608028203731493
EGR1,4.801830314803009
EHF,-0.7101361307441252
ELF1,3.43987524692368
ELF3,1.812154202667551
ELF5,-0.5318799941351707
ELK1,2.3344833920482357
ELK4,3.0419218481463686
EOMES,0.5376268151124861
EPAS1,3.656770395704619
ERG,0.24225839796241808
ESR1,3.6386529892735164
ESR2,1.003756998629652
ESRRA,1.7042210966357598
ETS1,2.4670808292205013
ETS2,4.236345145813974
ETV1,1.577149776624373
ETV4,0.35056643554528144
FLI1,2.1062181901632937
FOS,1.7093846125013574
FOSL1,0.5733606089605978
FOSL2,1.8755963110001268
FOXA1,0.6577684876237735
FOXA2,0.5412234979786685
FOXJ2,2.5350843751790078
FOXK2,4.946366946932426
FOXL2,5.520875446678077
FOXM1,0.9348714037044318
FOXO1,1.4832289619917676
FOXO3,2.2244699324270054
FOXO4,2.5351616314312495
FOXP1,-3.8692677248290157
FOXP2,-2.5743236293835854
GABPA,2.317335703540922
GATA1,-1.8581098925941137
GATA2,2.127176721355462
GATA3,0.5338649914075573
GATA4,1.3322248590946144
GATA6,3.185806385986337
GATAD1,-0.6395103851738915
GFI1B,1.545115372624123
GLI2,-1.0922830495581115
GRHL2,2.5588381302293697
HBP1,-2.2340829336571577
HHEX,-0.2595510879351364
HIF1A,5.024485495920079
HINFP,0.5637906135332026
HMBOX1,-2.9900316342903404
HNF1A,0.47397866031952657
HNF1B,0.6404979265941646
HNF4A,1.54830875702614
HNF4G,1.4495554082718485
HOXA9,0.5739792684197996
HOXB13,1.5286727365129222
HSF1,3.2488997249649514
IKZF1,1.2526194116909781
IRF1,0.12785124879312906
IRF2,4.037024416089339
IRF3,-1.6663799975462552
IRF4,2.2972087395979
IRF9,1.5732702869032678
JUN,3.622961101352029
JUNB,4.6856803898512736
JUND,1.848440233165043
KDM5B,2.9220655822463097
KLF1,0.5097517901778688
KLF13,-2.3122681300983867
KLF3,0.2223761809977502
KLF4,2.5093265398902216
KLF5,3.554617774301095
KLF6,6.037432658309488
KLF9,2.0722007472638304
KMT2A,1.5473757767950354
LEF1,0.4131281593159398
LHX2,0.7227704932397464
LYL1,-0.6662992152149558
MAF,1.1770317288528724
MAFB,4.260478984039955
MAFF,4.546593948702925
MAFG,3.553084959882691
MAFK,3.263029275021206
MAX,2.941227727748884
MAZ,-1.1068497736596383
MBD1,-0.041084280812577104
MEF2A,7.181839663249479
MEF2B,3.122084731176595
MEF2C,3.236554920683909
MEIS1,3.222868246402919
MEIS2,2.9406645073268556
MIER1,2.619312119613313
MITF,0.9990095009012244
MNT,-4.95666599465244
MTA1,0.19034226556700223
MTA2,3.7748927971675235
MTA3,-0.5033511745689024
MXI1,-3.2646268214394976
MYB,0.24362136421855674
MYBL2,2.366431362298881
MYC,3.0701065407505386
MYCN,-0.454096762939731
MYOD1,2.453866653789002
NANOG,2.055551537726249
NCOA1,1.9100931395934801
NCOA2,2.6257606578455523
NCOA3,2.796574420774818
NCOR1,-2.7049808322963345
NCOR2,-1.0989714417565424
NEUROD1,0.5758039185862248
NFATC1,4.309811119193362
NFE2,2.8139531958116524
NFE2L1,0.9485602463362911
NFE2L2,2.349244348150884
NFIC,-0.7923351608703963
NFKB1,4.901998799044595
NFKB2,-2.2290917751927726
NFYA,0.9563913870935302
NFYB,2.510399378834227
NONO,3.6830369851715594
NR1H2,3.8465912503596953
NR1H3,2.300890708153808
NR2C2,-0.7912585309312647
NR2F1,-1.8375620991927644
NR2F2,0.13529803909568167
NR2F6,-0.5813444644368008
NR3C1,-0.6234077791019078
NR4A1,2.058121848263288
NR5A2,2.797980538109866
NRF1,1.379609369895216
ONECUT1,1.3297680791725721
OTX2,1.3080371300978095
PAX5,1.8421978325148314
PAX6,0.9559021245564396
PAX8,-0.6517100352318925
PBX2,1.4389289931910831
PBX3,2.9451502045550098
PDX1,2.670243166577211
PGR,1.1415333919638604
PKNOX1,1.664157902534908
POU2F1,1.5289806709512532
POU2F2,2.740368079338256
POU4F2,0.02472607610326414
POU5F1,2.9574237106759322
PPARA,0.957465497581644
PPARG,1.9613283629314573
PRDM1,1.0511198625453906
PRDM14,2.0952879991700146
PROX1,0.31815621452191145
RARA,2.9259396126882895
RBPJ,3.9710627656721167
RCOR1,-3.1552361164690836
REL,3.9512160809225314
RELA,5.466975598439759
RELB,2.369444943762767
RFX1,-0.3090862544231846
RFX2,-2.1520249554894337
RFX5,0.15760966580683294
RFXANK,-0.31299707636610685
RFXAP,-0.31299707636610685
RUNX1,0.21525324739140952
RUNX2,0.759495214387114
RUNX3,-0.260086021890358
RXRA,-0.6935267877230439
SIX2,1.1338191554745545
SIX5,-4.256630627255012
SMAD1,1.9548427529723542
SMAD2,1.0558925596190105
SMAD3,2.397496164837846
SMAD4,4.374154539135073
SMAD5,0.33170338625847445
SMARCC2,1.9892103196776802
SNAI2,-1.773518677565019
SNAPC4,-1.868807341424361
SOX10,0.7051681690738324
SOX11,0.9978825635330675
SOX13,2.053263684013568
SOX2,3.152441843970856
SOX6,2.0341153900215114
SP1,4.328983353740074
SP2,0.29035041191501376
SP3,1.1670715265794274
SP4,0.34651070384728133
SPI1,2.5328513365222087
SPIB,1.433591909864077
SREBF1,3.257457127830655
SREBF2,3.092414326337607
SRF,1.5236662084515917
SSRP1,2.0476787657390334
STAT1,0.6885965285150497
STAT2,0.8637996537867788
STAT3,5.420569020638922
STAT4,1.4448276077500188
STAT5A,1.358823345666377
STAT5B,1.6526052801491202
STAT6,2.9713760234199014
T,0.943508697110801
TAF1,4.082213705824632
TAL1,1.2044592377698176
TBP,2.4167518398180987
TBX21,1.5053460737172393
TCF12,3.7836585242035317
TCF25,-1.2183172498283243
TCF3,0.7977640843982702
TCF4,2.6525008641093453
TCF7,1.2488597329285458
TCF7L2,1.496391737510909
TEAD1,3.9741831832347687
TEAD2,2.2500329653996523
TEAD4,3.8343779569252865
TFAP2A,1.2125769945816705
TFAP2C,-0.4022321256776595
TFAP4,1.6772494308109616
TFDP1,-0.8647316363886841
TGIF2,0.6307618132248483
THAP1,0.6516548246856987
THAP11,1.948164953941042
TP53,1.7187105268323837
TP63,-0.03308126723242292
TP73,2.1429070726492023
TWIST1,1.3443498002041798
UBTF,0.060638815195148035
USF1,1.5252987481699054
USF2,1.58610135323288
VDR,0.7758230858367577
WT1,2.0807778139921886
XBP1,1.2888825872967429
YY1,0.5562034717168467
ZBED1,1.680834672038603
ZBTB11,2.7963896199686458
ZBTB33,0.3139827518410232
ZBTB7A,-0.9283960797586256
ZEB1,-0.8133912305869403
ZEB2,-1.4427913221244113
ZFX,1.0885822991286498
ZKSCAN1,2.0594772149366385
ZNF143,2.1545259483303254
ZNF217,1.4720432002611346
ZNF24,-1.6852936279764767
ZNF263,-1.0707333057887403
ZNF274,-0.31010824348560473
ZNF384,3.9494319091996255
ZNF592,0.07126538219517276
ZNF639,-1.8276296979839446
ZNF740,1.890387626174706
